zip_code,crime_type,Total_crimes
78744,Poss Of Alcohol-Age 16 & Under,26
78744,Poss Of Firearm By Felon,109
78744,Poss Of Prescription Form,1
78744,Poss Of Prohibited Weapon,99
78744,Poss Synthetic Marijuana,30
78744,Poss/Promo Child Pornography,41
78744,Possession Of Marijuana,2486
78744,Possession of Drug,1200
78744,Probation Viol,41
78744,Promotion Of Prostitution,6
78744,Prostitution,79
78744,Protective Order,509
78744,Prowler,42
78744,Public Lewdness,22
78744,Purchasing Prostitution,1
78744,Purse Snatching,10
78744,Reckless Conduct,5
78744,Reckless Damage,69
78744,Rental Car/Fail To Return,14
78744,Resisting Arrest Or Search,99
78744,Retaliation,47
78744,Robbery By Threat,89
78744,Securing Exec-Doc By Deception,1
78744,Sexting/Transmit Sexual Photos,4
78744,Sexual Coercion,4
78744,Sit And Lie Ordinance Viol,6
78744,Smuggling Illegal Alien,8
78744,Solicitation - Begging,20
78744,Stalking,111
78744,Take Weapon Frm Police Officer,5
78744,Tampering With Consumer Prod,3
78744,Tampering With Evidence,13
78744,Tampering With Gov Record,15
78744,Tampering With Id Number,2
78744,Tampering With Witness,1
78744,Telecommunication Crimes/Other,2
78744,Terroristic Threat,1227
78744,Terroristic Threat-Mass Caslty,13
78744,Theft,9941
78744,Theft By Embezzlement,13
78744,Theft By Extortion,5
78744,Theft By False Pretext/Bunco,6
78744,Theft By Public Servant,3
78744,Theft By Shoplifting,1667
78744,Theft Catalytic Converter,301
78744,Theft From Auto,805
78744,Theft From Building,121
78744,Theft From Person,230
78744,Theft Of Auto Parts,332
78744,Theft Of Bicycle,362
78744,Theft Of Heavy Equipment,26
78744,Theft Of License Plate,471
78744,Theft Of Metal,239
78744,Theft Of Service,528
78744,Theft Of Telecommunication Srv,7
78744,Theft Of Trailer,304
78744,Theft- Appropriate Stolen Prop,16
78744,Tobacco Viol - Age 17,24
78744,Tobacco Viol - Under Age 17,61
78744,Tobacco Viol - Under Age 21,1
78744,Trademark Counterfeiting,2
78744,Trafficking Of Persons,13
78744,Truancy,1
78744,Ucw License Premise,12
78744,Unlawful Carry-Lic Holder,4
78744,Unlawful Carrying Weapon,249
78744,Unlawful Restraint,14
78744,Unlawful Restraint Fam/Dat Vio,22
78744,Urinating In Public Place,68
78744,Viol City Ordinance -  Game Rm,8
78744,Viol City Ordinance - Curfew,720
78744,Viol City Ordinance - Dog,229
78744,Viol City Ordinance - Sound,3
78744,Viol City Ordinance - Taxi,1
78744,Viol City Ordinance - Title 10,1
78744,Viol City Ordinance - Wrecker,172
78744,Viol City Ordinance -Firework,7
78744,Viol Of Bond Conditions,16
78744,Viol Of Camping Ordinance,3
78744,Viol Of Court Order-Non Epo-Po,262
78744,Viol Of Emerg Protective Order,213
78744,Viol Of Park Curfew,78
78744,Viol Of Protective Order,532
78744,Viol State Law - Other,366
78744,Viol Stay Away Order,4
78744,Viol Temp Ex Parte  Order,14
78744,Viol Water Safety Act,1
78744,Violation City Ordinance,551
78744,Voco - Alcohol  Consumption,103
78744,Voco Amplified Music/Vehicle,183
78744,Voco Solicitation Prohibit,586
78744,Warrant Arrest Non Traffic,1561
78744,Weapon Viol - Other,18
78745,Abuse Of 911,4
78745,Abuse Of Official Capacity,4
78745,Agg Aslt Enhanc Strangl/Suffoc,67
78745,Agg Aslt W/Motor Veh Fam/Dat V,55
78745,Agg Assault On Peace Officer,3
78745,Agg Assault On Public Servant,13
78745,Agg Assault With Motor Veh,105
78745,Agg Kidnapping,2
78745,Agg Kidnapping Fam Vio,1
78745,Agg Promotion Of Prostitution,2
78745,Agg Robbery By Assault,18
78745,Aggravated Assault,2042
78745,Aggravated Robbery,930
78745,Aiding Suicide,1
78745,Applic To Revoke Probation,104
78745,Arson,137
78745,Arson With Bodily Injury,2
78745,Arson-Criminal Mischief,29
78745,Assault By Contact,2468
78745,Assault By Threat,1737
78745,Assault Of A Pregnant Woman,2
78745,Assault Of Pregnant Wm-Fam/Dat,15
78745,Assault On Peace Officer,13
78745,Assault On Public Servant,161
78745,Assault With Injury,8877
78745,Att Auto Theft,18
78745,Att Burglary Non Residence,23
78745,Att Theft,13
78745,Attack By Dog,1
78745,Auto Theft,3491
78745,Bail Jumping/Fail To Appear,1
78745,Bank Kiting,1
78745,Bomb Threat,20
78745,Breach Of Computer Security,96
78745,Burglary Non Residence,3126
78745,Burglary Of Coin-Op Machine,247
78745,Burglary Of Residence,6148
78745,Burglary Of Shed/Detached Garage/Storage Unit,402
78745,Burglary Of Vehicle,15872
78745,Camping In Park,195
78745,Capital Murder,6
78745,Child Custody Interfere,764
78745,Child Endangerment- Abandonmen,277
78745,Civil Disturbance/Demo,100
78745,Compelling Prostitution,1
78745,Contempt Of Court,3
78745,Contribute Delinquency Minor,1
78745,Controlled Sub Viol - Other,8
78745,Counterfeiting,222
78745,Crash/Fail Stop And Render Aid,421
78745,Crash/Intox Manslaughter,4
78745,Crash/Intoxication Assault,24
78745,Crash/Manslaughter,1
78745,Cred Card Abuse - Expir-Cancel,6
78745,Cred Card Abuse By Forgery,478
78745,Crim Neg Homicide/Non Traffic,1
78745,Crimes Against Elderly,2
78745,Criminal Conspiracy,2
78745,Criminal Mischief,9087
78745,Criminal Nonsupport,1
78745,Criminal Solicitation Of Minor,9
78745,Criminal Trespass,2666
78745,Criminal Trespass/In Vehicle,19
78745,Cruelty To Animals,324
78745,Custody Arrest Traffic Warr,2786
78745,DWI,5091
78745,Damage City Prop,262
78745,Damage City Vehicle,36
78745,Dang Drug Viol - Other,6
78745,Dating Disturbance,1055
78745,Deadly Conduct,188
78745,Deadly Conduct Fam/Date Viol,3
78745,Debit/Credit Card Abuse,2120
78745,Del Marijuana,6
78745,Del Of Alcohol To Minor,2
78745,Del Of Dang Drug,1
78745,Desecration Venerated Object,1
78745,Desertion,1
78745,Disposal Of Solid Waste,8
78745,Distrib Harmful Material Minor,6
78745,Disturbance - Other,4665
78745,Doc Abuse Or Threat,19
78745,Doc Abusive Language,45
78745,Doc Creating Noxious Odor,1
78745,Doc Discharge Gun - Pub Place,52
78745,Doc Discharge Gun - Pub Road,22
78745,Doc Display Gun/Deadly Pub Plc,78
78745,Doc Exposure,85
78745,Doc Fighting,130
78745,Doc Offensive Gesture,29
78745,Doc Unreasonable Noise,90
78745,Driving While Intox / Felony,304
78745,Dui - Age 16 And Under,9
78745,Dui - Age 17 To 20,101
78745,Dumping Refuse Near Highway,62
78745,Dwi  .15 Bac Or Above,375
78745,Dwi - Child Passenger,85
78745,Dwi - Drug Recognition Expert,89
78745,Engaging In Organized Crime,2
78745,Escape From Custody,7
78745,Evading / Foot,178
78745,Evading / Vehicle Pursuit,87
78745,Evading Vehicle,187
78745,Expired-Att Agg Robbery/Weap,5
78745,Expired-Att Kidnapping,6
78745,Expired-Att Obt Cont Sub Fraud,7
78745,Expired-Att Robbery By Assault,2
78745,Expired-Att/Take Weap From Off,1
78745,Expired-Evading Arrest,5
78745,Expired-Injury Child - Elderly,5
78745,Exploitation Of Child/Elderly,5
78745,Explosive Ordnance Disposal,12
78745,Failure To Identify,425
78745,False Alarm Or Report,52
78745,False Id As A Peace Officer,2
78745,False Report To Cps,3
78745,False Report To Peace Officer,60
78745,False Statement -Obtain Credit,75
78745,Family Disturbance,17173
78745,Federal Viol/Other,54
78745,Felony Enhancement/Asslt W/Inj,458
78745,Forgery - Other,216
78745,Forgery And Passing,1088
78745,Forgery By Making,110
78745,Forgery Of Identification,13
78745,Forgery- Certificate Of Title,5
78745,Fraud - Other,1507
78745,Fraud Destruction Of A Writing,2
78745,Fraud Filing Finance Statement,4
78745,Fraud-Card Skimmer,33
78745,Gambling,69
78745,Gambling Promotion,9
78745,Graffiti,612
78745,Harassment,5266
78745,Harassment Of A Public Servant,46
78745,Harassment Online,37
78745,Harboring Runaway Child,15
78745,Hinder Secured Creditors,30
78745,Hindering Apprehension,16
78745,Identity Theft,1799
78745,Identity Theft-Tax Returns,7
78745,Illumin Aircraft Intense Light,2
78745,Immigration Hold/Arrest,10
78745,Impersonating Public Servant,29
78745,Indecent Assault,24
78745,Indecent Exposure,145
78745,Inhalant Abuse,18
78745,Inj To Disabled  Fam/Date Viol,24
78745,Inj To Elderly   Fam/Date Viol,55
78745,Inj/Child Fv (No Care/Custody),16
78745,Injury Disabled Individual,115
78745,Injury To Child,151
78745,Injury To Child (Care/Custody),157
78745,Injury To Elderly Person,72
78745,Inter Emerg Phonecall Fam/Date,36
78745,Interference Public Duties,14
78745,Interfering W/Emerg Phone Call,10
78745,Justified Homicide,2
78745,Keeping Gambling Place,5
78745,Kidnapping,23
78745,Kidnapping Fam Vio,2
78745,Liquor Law Violation/Other,128
78745,Littering,106
78745,Mail Theft,291
78745,Making Tobacco Avail To Minor,24
78745,Manf Controlled Sub - Other,2
78745,Manf Controlled Sub- Syn Narc,1
78745,Manslaughter,3
78745,Misapply Fiduciary Prop,9
78745,Misrep Age By Minor,2
78745,Money Laundering,5
78745,Murder,28
78745,Narcotic Possession,2463
78745,Nuisance Abatement,27
78745,Obscene Display - Distribution,4
78745,Obscenity,2
78745,Obtain Controlled Sub By Fraud,134
78745,Obtain Dang Drug By Fraud,4
78745,Online Impersonation,53
78745,Online Solicitation Of A Minor,7
78745,Parole Viol,40
78745,Pigeon Drop,24
78745,Pocket Picking,2
78745,Poss Criminal Instrument,4
78745,Poss Dang Drug,117
78745,Poss Of Alcohol - Age 17 To 20,132
78745,Poss Of Alcohol-Age 16 & Under,32
78745,Poss Of Firearm By Felon,119
78745,Poss Of Gambling Equipment,1
78745,Poss Of Prescription Form,3
78745,Poss Of Prohibited Weapon,84
78745,Poss Synthetic Marijuana,13
78745,Poss/Promo Child Pornography,48
78745,Possession Of Forged Writing,2
78745,Possession Of Marijuana,2514
78745,Possession of Drug,1491
78745,Probation Viol,26
78745,Promotion Of Prostitution,4
78745,Prostitution,56
78745,Protective Order,486
78745,Prowler,65
78745,Public Lewdness,25
78745,Purse Snatching,7
78745,Reckless Conduct,6
78745,Reckless Damage,88
78745,Rental Car/Fail To Return,14
78745,Resisting Arrest Or Search,103
78745,Retaliation,42
78745,Robbery By Threat,97
78745,Sexting/Transmit Sexual Photos,5
78745,Sexual Coercion,4
78745,Sit And Lie Ordinance Viol,7
78745,Smuggling Illegal Alien,4
78745,Solicitation - Begging,30
78745,Stalking,142
78745,Stay Away Order,2
78745,Take Weapon Frm Police Officer,7
78745,Tampering With Consumer Prod,4
78745,Tampering With Evidence,19
78745,Tampering With Gov Record,14
78745,Tampering With Id Number,1
78745,Tampering With Witness,2
78745,Telecommunication Crimes/Other,3
78745,Terroristic Threat,1367
78745,Terroristic Threat-Mass Caslty,4
78745,Theft,13510
78745,Theft By Embezzlement,29
78745,Theft By Extortion,4
78745,Theft By False Pretext/Bunco,7
78745,Theft By Public Servant,1
78745,Theft By Shoplifting,1584
78745,Theft Catalytic Converter,290
78745,Theft From Auto,884
78745,Theft From Building,172
78745,Theft From Person,274
78745,Theft Of Auto Parts,386
78745,Theft Of Bicycle,825
78745,Theft Of Heavy Equipment,22
78745,Theft Of License Plate,640
78745,Theft Of Metal,244
78745,Theft Of Service,1096
78745,Theft Of Telecommunication Srv,3
78745,Theft Of Trailer,287
78745,Theft- Appropriate Stolen Prop,12
78745,Theft/Till Tapping,5
78745,Tobacco Viol - Age 17,44
78745,Tobacco Viol - Under Age 17,115
78745,Trademark Counterfeiting,2
78745,Trafficking Of Persons,9
78745,Truancy,3
78745,Ucw License Premise,8
78745,Unlawful Carry-Lic Holder,4
78745,Unlawful Carrying Weapon,280
78745,Unlawful Interception,3
78745,Unlawful Restraint,18
78745,Unlawful Restraint Fam/Dat Vio,25
78745,Urinating In Public Place,101
78745,Viol City Ordinance -  Game Rm,8
78745,Viol City Ordinance - Curfew,598
78745,Viol City Ordinance - Dog,209
78745,Viol City Ordinance - Smoking,10
78745,Viol City Ordinance - Sound,8
78745,Viol City Ordinance - Wrecker,163
78745,Viol City Ordinance -Firework,16
78745,Viol Glass Container,1
78745,Viol Of Aggressive Confront,2
78745,Viol Of Bond Conditions,16
78745,Viol Of Camping Ordinance,3
78745,Viol Of Court Order-Non Epo-Po,274
78745,Viol Of Emerg Protective Order,180
78745,Viol Of Obstruction Ordinance,1
78745,Viol Of Park Curfew,118
78745,Viol Of Protective Order,498
78745,Viol State Law - Other,373
78745,Viol Stay Away Order,11
78745,Viol Temp Ex Parte  Order,24
78745,Violation City Ordinance,763
78745,Voco - Alcohol  Consumption,234
78745,Voco Amplified Music/Vehicle,216
78745,Voco Solicitation Prohibit,881
78745,Warrant Arrest Non Traffic,1940
78745,Weapon Viol - Other,18
78746,Agg Aslt Enhanc Strangl/Suffoc,2
78746,Agg Aslt W/Motor Veh Fam/Dat V,2
78746,Agg Assault On Public Servant,3
78746,Agg Assault With Motor Veh,17
78746,Agg Robbery By Assault,3
78746,Aggravated Assault,101
78746,Aggravated Robbery,123
78746,Applic To Revoke Probation,5
78746,Arson,10
78746,Arson-Criminal Mischief,1
78746,Assault - School Personnel,1
78746,Assault By Contact,239
78746,Assault By Threat,152
78746,Assault Of Pregnant Wm-Fam/Dat,2
78746,Assault On Peace Officer,3
78746,Assault On Public Servant,15
78746,Assault With Injury,591
78746,Att Auto Theft,4
78746,Att Burglary Non Residence,3
78746,Att Theft,3
78746,Auto Theft,724
78746,Boating While Intoxicated,15
78746,Bomb Threat,7
78746,Breach Of Computer Security,26
78746,Bribery,1
78746,Burglary Non Residence,370
78746,Burglary Of Coin-Op Machine,24
78746,Burglary Of Residence,523
78746,Burglary Of Shed/Detached Garage/Storage Unit,48
78746,Burglary Of Vehicle,6341
78746,Bwi-Expired Use 2110,2
78746,Camping In Park,79
78746,Child Custody Interfere,67
78746,Child Endangerment- Abandonmen,25
78746,Civil Disturbance/Demo,10
78746,Compelling Prostitution,1
78746,Contempt Of Court,1
78746,Contribute Delinquency Minor,2
78746,Counterfeiting,34
78746,Crash/Fail Stop And Render Aid,38
78746,Crash/Intoxication Assault,6
78746,Crash/Murder,1
78746,Cred Card Abuse - Expir-Cancel,3
78746,Cred Card Abuse By Forgery,170
78746,Criminal Mischief,1313
78746,Criminal Trespass,236
78746,Cruelty To Animals,46
78746,Custody Arrest Traffic Warr,203
78746,DWI,992
78746,Damage City Prop,78
78746,Damage City Vehicle,15
78746,Dating Disturbance,92
78746,Deadly Conduct,14
78746,Debit/Credit Card Abuse,552
78746,Del Of Alcohol To Minor,2
78746,Disposal Of Solid Waste,2
78746,Distrib Harmful Material Minor,3
78746,Disturbance - Other,464
78746,Doc Abuse Or Threat,3
78746,Doc Abusive Language,9
78746,Doc Creating Noxious Odor,1
78746,Doc Discharge Gun - Pub Place,8
78746,Doc Display Gun/Deadly Pub Plc,10
78746,Doc Exposure,31
78746,Doc Fighting,8
78746,Doc Offensive Gesture,10
78746,Doc Unreasonable Noise,13
78746,Driving While Intox / Felony,27
78746,Dui - Age 16 And Under,5
78746,Dui - Age 17 To 20,10
78746,Dumping Refuse Near Highway,3
78746,Dwi  .15 Bac Or Above,67
78746,Dwi - Child Passenger,6
78746,Dwi - Drug Recognition Expert,15
78746,Engaging In Organized Crime,1
78746,Evading / Foot,15
78746,Evading / Vehicle Pursuit,7
78746,Evading Vehicle,8
78746,Exp-Viol City Ordinance - Taxi,1
78746,Expired-Att Kidnapping,1
78746,Explosive Ordnance Disposal,9
78746,Failure To Identify,31
78746,False Alarm Or Report,14
78746,False Id As A Peace Officer,1
78746,False Report To Peace Officer,3
78746,False Statement -Obtain Credit,6
78746,Family Disturbance,935
78746,Federal Viol/Other,15
78746,Felony Enhancement/Asslt W/Inj,9
78746,Forgery - Other,38
78746,Forgery And Passing,168
78746,Forgery By Making,23
78746,Forgery Of Identification,4
78746,Forgery- Certificate Of Title,1
78746,Fraud - Other,307
78746,Fraud Destruction Of A Writing,13
78746,Graffiti,79
78746,Harassment,630
78746,Harassment Of A Public Servant,2
78746,Harassment Online,8
78746,Hinder Secured Creditors,1
78746,Hindering Apprehension,2
78746,Identity Theft,448
78746,Identity Theft-Tax Returns,8
78746,Illumin Aircraft Intense Light,1
78746,Immigration Hold/Arrest,1
78746,Impersonating Public Servant,7
78746,Indecent Assault,2
78746,Indecent Exposure,49
78746,Inhalant Abuse,1
78746,Inj To Disabled  Fam/Date Viol,1
78746,Inj To Elderly   Fam/Date Viol,5
78746,Inj/Child Fv (No Care/Custody),1
78746,Injury Disabled Individual,1
78746,Injury To Child,7
78746,Injury To Child (Care/Custody),6
78746,Injury To Elderly Person,3
78746,Inter Emerg Phonecall Fam/Date,4
78746,Interference Public Duties,3
78746,Justified Homicide,1
78746,Kidnapping,3
78746,Liquor Law Violation/Other,10
78746,Littering,14
78746,Mail Theft,66
78746,Making Tobacco Avail To Minor,1
78746,Manslaughter,1
78746,Misapply Fiduciary Prop,2
78746,Murder,3
78746,Narcotic Possession,183
78746,Obtain Controlled Sub By Fraud,5
78746,Obtain Dang Drug By Fraud,1
78746,Online Impersonation,24
78746,Online Solicitation Of A Minor,3
78746,Parole Viol,2
78746,Pocket Picking,24
78746,Poss Dang Drug,6
78746,Poss Of Alcohol - Age 17 To 20,131
78746,Poss Of Alcohol-Age 16 & Under,15
78746,Poss Of Firearm By Felon,5
78746,Poss Of Prohibited Weapon,9
78746,Poss Synthetic Marijuana,1
78746,Poss/Promo Child Pornography,3
78746,Possession Of Forged Writing,1
78746,Possession Of Marijuana,304
78746,Possession of Drug,163
78746,Probation Viol,1
78746,Promotion Of Prostitution,1
78746,Prostitution,1
78746,Protective Order,32
78746,Prowler,5
78746,Public Lewdness,10
78746,Purchasing Prostitution,1
78746,Purse Snatching,1
78746,Reckless Conduct,2
78746,Reckless Damage,12
78746,Rental Car/Fail To Return,1
78746,Resisting Arrest Or Search,10
78746,Retaliation,1
78746,Riot,1
78746,Robbery By Threat,14
78746,Sale Or Purchase Of Child,1
78746,Securing Exec-Doc By Deception,1
78746,Sexting/Transmit Sexual Photos,1
78746,Sexual Coercion,1
78746,Solicitation - Begging,4
78746,Stalking,11
78746,Take Weapon Frm Police Officer,2
78746,Tampering With Consumer Prod,1
78746,Tampering With Gov Record,1
78746,Tampering With Witness,1
78746,Terroristic Threat,130
78746,Terroristic Threat-Mass Caslty,2
78746,Theft,5406
78746,Theft By Embezzlement,9
78746,Theft By Extortion,3
78746,Theft By False Pretext/Bunco,1
78746,Theft By Public Servant,1
78746,Theft By Shoplifting,2575
78746,Theft Catalytic Converter,75
78746,Theft From Auto,106
78746,Theft From Building,77
78746,Theft From Person,742
78746,Theft Of Auto Parts,45
78746,Theft Of Bicycle,269
78746,Theft Of Heavy Equipment,1
78746,Theft Of License Plate,98
78746,Theft Of Metal,13
78746,Theft Of Service,119
78746,Theft Of Trailer,40
78746,Theft- Appropriate Stolen Prop,2
78746,Theft/Till Tapping,2
78746,Tobacco Viol - Age 17,5
78746,Tobacco Viol - Under Age 17,4
78746,Tobacco Viol - Under Age 21,1
78746,Trademark Counterfeiting,2
78746,Trafficking Of Persons,1
78746,Unlawful Carry-Lic Holder,1
78746,Unlawful Carrying Weapon,17
78746,Unlawful Restraint,3
78746,Urinating In Public Place,23
78746,Viol City Ordinance - Curfew,23
78746,Viol City Ordinance - Dog,171
78746,Viol City Ordinance - Smoking,56
78746,Viol City Ordinance - Sound,4
78746,Viol City Ordinance - Wrecker,27
78746,Viol City Ordinance -Firework,3
78746,Viol Glass Container,33
78746,Viol Of Court Order-Non Epo-Po,18
78746,Viol Of Emerg Protective Order,13
78746,Viol Of Park Curfew,157
78746,Viol Of Protective Order,36
78746,Viol State Law - Other,33
78746,Viol Stay Away Order,2
78746,Viol Temp Ex Parte  Order,3
78746,Viol Water Safety Act,91
78746,Violation City Ordinance,622
